Values,Timestamp,MA_1000,MA_5000,MA_5,diff1,diff2
99,2024-06-26 09:36:30,,,99.8,-1.0,-1.0
98,2024-06-26 09:42:33,,,98.8,-1.0,-1.0
97,2024-06-26 09:57:38,,,97.8,-1.0,-1.0
97,2024-06-26 09:58:47,,,97.8,-1.0,-1.0
96,2024-06-26 10:11:06,,,96.8,-1.0,-1.0
95,2024-06-26 10:33:38,,,95.8,-1.0,-1.0
94,2024-06-26 10:41:38,,,94.8,-1.0,-1.0
93,2024-06-26 10:54:01,,,93.8,-1.0,-1.0
92,2024-06-26 10:58:56,,,92.8,-1.0,-1.0
92,2024-06-26 10:59:29,,,92.6,-1.0,-1.0
91,2024-06-26 11:04:10,,,91.8,-1.0,-1.0
90,2024-06-26 11:08:35,,,90.8,-1.0,-1.0
89,2024-06-26 11:23:57,,,89.8,-1.0,-1.0
88,2024-06-26 11:30:51,,,88.8,-1.0,-1.0
87,2024-06-26 11:34:25,,,87.8,-1.0,-1.0
86,2024-06-26 11:37:10,,,86.8,-1.0,-1.0
85,2024-06-26 11:39:55,,,85.8,-1.0,-1.0
84,2024-06-26 11:41:51,,,84.8,-1.0,-1.0
83,2024-06-26 11:47:37,,,83.8,-1.0,-1.0
82,2024-06-26 11:49:32,,,82.8,-1.0,-1.0
82,2024-06-26 11:50:06,,,82.6,-1.0,-2.0
81,2024-06-26 11:54:12,,,81.8,-1.0,-1.0
80,2024-06-26 11:56:25,,,80.8,-1.0,-1.0
79,2024-06-26 11:59:42,,,79.8,-1.0,-1.0
78,2024-06-26 12:01:06,,,78.8,-1.0,-1.0
78,2024-06-26 12:01:39,,,78.6,-1.0,-2.0
77,2024-06-26 12:05:12,,,77.8,-1.0,-1.0
75,2024-06-26 12:12:23,,,76.6,-2.0,-2.0
74,2024-06-26 12:13:45,,,74.8,-1.0,-1.0
73,2024-06-26 12:17:37,,,73.8,-1.0,-1.0
72,2024-06-26 12:20:05,,,72.8,-1.0,-1.0
71,2024-06-26 12:23:23,,,71.8,-1.0,-1.0
70,2024-06-26 12:25:35,,,70.8,-1.0,-1.0
69,2024-06-26 12:28:35,,,69.8,-1.0,-1.0
68,2024-06-26 12:31:38,,,68.8,-1.0,-1.0
67,2024-06-26 12:34:23,,,67.8,-1.0,-1.0
66,2024-06-26 12:37:57,,,66.8,-1.0,-1.0
65,2024-06-26 12:41:48,,,65.8,-1.0,-1.0
64,2024-06-26 12:46:12,,,64.8,-1.0,-1.0
63,2024-06-26 12:50:02,,,63.8,-1.0,-1.0
62,2024-06-26 12:51:41,,,62.8,-1.0,-1.0
61,2024-06-26 12:54:44,,,61.8,-1.0,-1.0
61,2024-06-26 12:56:06,,,61.2,-1.0,-2.0
60,2024-06-26 13:00:29,,,60.8,-1.0,-1.0
59,2024-06-26 13:04:03,,,59.8,-1.0,-1.0
58,2024-06-26 13:05:59,,,58.8,-1.0,-1.0
58,2024-06-26 13:07:55,,,58.8,-1.0,-1.0
57,2024-06-26 13:12:03,,,57.8,-1.0,-1.0
56,2024-06-26 13:13:59,,,56.8,-1.0,-1.0
55,2024-06-26 13:17:33,,,55.8,-1.0,-1.0
54,2024-06-26 13:19:44,,,54.8,-1.0,-1.0
53,2024-06-26 13:24:26,,,53.8,-1.0,-1.0
52,2024-06-26 13:27:11,,,52.8,-1.0,-1.0
51,2024-06-26 13:35:26,,,51.8,-1.0,-1.0
50,2024-06-26 13:37:20,,,50.8,-1.0,-1.0
49,2024-06-26 13:40:23,,,49.8,-1.0,-1.0
48,2024-06-26 13:42:50,,,48.8,-1.0,-1.0
47,2024-06-26 13:46:26,,,47.8,-1.0,-1.0
46,2024-06-26 13:48:20,80.228,,46.8,-1.0,-1.0
45,2024-06-26 13:51:23,79.633,,45.8,-1.0,-1.0
44,2024-06-26 13:54:06,79.082,,44.8,-1.0,-1.0
43,2024-06-26 13:57:26,78.355,,43.8,-1.0,-1.0
42,2024-06-26 13:59:36,77.962,,42.8,-1.0,-1.0
41,2024-06-26 14:04:35,76.882,,41.8,-1.0,-1.0
89,2024-06-26 15:24:59,76.467,,89.8,-1.0,-1.0
88,2024-06-26 15:29:57,76.448,,89.2,-1.0,-1.0
87,2024-06-26 15:30:29,76.427,,88.2,-1.0,-1.0
86,2024-06-26 15:33:31,76.294,,86.8,-1.0,-1.0
85,2024-06-26 15:37:03,76.125,,85.8,-1.0,-1.0
84,2024-06-26 15:39:00,76.02,,84.8,-1.0,-1.0
83,2024-06-26 15:44:30,75.726,,83.8,-1.0,-1.0
82,2024-06-26 15:46:25,75.613,,82.8,-1.0,-1.0
81,2024-06-26 15:50:16,75.402,,81.8,-1.0,-1.0
80,2024-06-26 15:53:00,75.225,,80.8,-1.0,-1.0
80,2024-06-26 15:54:05,75.161,,80.4,-1.0,-1.0
79,2024-06-26 15:57:07,74.968,,79.8,-1.0,-1.0
78,2024-06-26 15:59:21,74.814,,78.8,-1.0,-1.0
77,2024-06-26 16:04:17,74.687,,77.8,-1.0,-1.0
76,2024-06-26 16:05:38,74.591,,76.8,-1.0,-1.0
75,2024-06-26 16:08:39,74.47,,75.8,-1.0,-1.0
74,2024-06-26 16:10:37,74.322,,74.8,-1.0,-1.0
73,2024-06-26 16:13:37,74.057,,73.8,-1.0,-1.0
72,2024-06-26 16:17:44,73.872,,72.8,-1.0,-1.0
71,2024-06-26 16:20:31,73.631,,71.8,-1.0,-1.0
70,2024-06-26 16:22:43,73.405,,70.8,-1.0,-1.0
69,2024-06-26 16:29:01,73.154,,69.8,-1.0,-1.0
68,2024-06-26 16:30:39,72.997,,68.8,-1.0,-1.0
67,2024-06-26 16:33:58,72.915,,68.0,-1.0,-1.0
66,2024-06-26 16:37:49,72.497,,66.8,-1.0,-1.0
65,2024-06-26 16:43:36,72.356,,65.8,-1.0,-1.0
64,2024-06-26 16:44:08,72.297,,65.2,-1.0,-1.0
63,2024-06-26 16:49:06,71.756,,63.8,-1.0,-1.0
62,2024-06-26 16:51:50,71.445,,62.8,-1.0,-1.0
61,2024-06-26 16:56:15,70.936,,61.8,-1.0,-1.0
60,2024-06-26 16:59:32,70.647,,60.8,-1.0,-1.0
59,2024-06-26 17:03:08,70.481,,59.8,-1.0,-1.0
57,2024-06-26 17:09:25,69.9,,57.8,-1.0,-1.0
56,2024-06-26 17:12:43,69.589,,56.8,-1.0,-1.0
55,2024-06-26 17:17:57,68.861,,55.8,-1.0,-1.0
53,2024-06-26 17:23:27,68.572,,53.8,-1.0,-1.0
52,2024-06-26 17:26:12,68.238,,52.8,-1.0,-1.0
51,2024-06-26 17:32:16,67.401,,51.8,-1.0,-1.0
50,2024-06-26 17:33:22,67.322,,51.2,-1.0,-1.0
49,2024-06-26 17:37:30,66.648,,49.8,-1.0,-1.0
48,2024-06-26 17:39:57,66.287,,48.8,-1.0,-1.0
47,2024-06-26 17:43:34,65.675,,47.8,-1.0,-1.0
46,2024-06-26 17:49:03,64.904,,46.8,-1.0,-1.0
45,2024-06-26 17:56:44,63.771,,45.8,-1.0,-1.0
44,2024-06-26 18:00:52,63.113,,44.8,-1.0,-1.0
43,2024-06-26 18:08:01,62.501,,43.8,-1.0,-1.0
42,2024-06-26 18:14:03,61.595,,42.8,-1.0,-1.0
42,2024-06-26 18:15:10,61.412,,42.8,-1.0,-1.0
41,2024-06-26 18:25:03,60.14,,41.8,-1.0,-1.0
40,2024-06-26 18:31:24,59.299,,40.8,-1.0,-1.0
39,2024-06-26 18:48:27,57.394,,39.8,-1.0,-1.0
38,2024-06-26 19:02:45,56.044,,38.8,-1.0,-1.0
37,2024-06-26 19:24:28,54.307,,37.8,-1.0,-1.0
36,2024-06-26 19:34:55,53.558,,36.8,-1.0,-1.0
35,2024-06-26 20:05:45,52.266,,35.8,-1.0,-1.0
34,2024-06-26 20:12:36,51.913,,34.8,-1.0,-1.0
33,2024-06-26 20:34:03,50.815,,33.8,-1.0,-1.0
32,2024-06-26 20:49:11,47.614,,32.8,-1.0,-1.0
99,2024-06-26 22:39:47,47.993,,99.8,-1.0,-1.0
98,2024-06-26 22:42:15,48.204,,98.8,-1.0,-1.0
97,2024-06-26 22:45:32,48.889,,97.8,-1.0,-1.0
96,2024-06-26 22:53:32,50.532,,96.8,-1.0,-1.0
95,2024-06-26 23:00:08,51.915,,95.8,-1.0,-1.0
94,2024-06-26 23:07:00,52.974,,94.8,-1.0,-1.0
93,2024-06-26 23:16:21,54.658,,93.8,-1.0,-1.0
92,2024-06-26 23:27:19,56.136,,92.8,-1.0,-1.0
91,2024-06-26 23:35:18,57.695,,91.8,-1.0,-1.0
90,2024-06-26 23:44:09,58.306,,90.8,-1.0,-1.0
89,2024-06-26 23:54:18,59.223,,89.8,-1.0,-1.0
88,2024-06-27 00:00:52,60.522,,88.8,-1.0,-1.0
87,2024-06-27 00:11:52,61.663,,87.8,-1.0,-1.0
86,2024-06-27 00:16:50,62.054,,86.8,-1.0,-1.0
85,2024-06-27 00:30:02,64.597,,85.8,-1.0,-1.0
84,2024-06-27 00:33:20,65.218,,84.8,-1.0,-1.0
84,2024-06-27 00:34:11,65.313,,84.6,-1.0,-2.0
83,2024-06-27 00:37:10,65.876,,83.8,-1.0,-1.0
82,2024-06-27 00:39:55,66.381,,82.8,-1.0,-1.0
81,2024-06-27 00:44:37,66.47,,82.2,-1.0,-1.0
80,2024-06-27 00:47:05,66.918,,80.8,-1.0,-1.0
79,2024-06-27 00:52:04,67.269,,79.8,-1.0,-1.0
78,2024-06-27 00:56:26,67.612,,78.8,-1.0,-1.0
77,2024-06-27 00:59:43,68.157,,77.8,-1.0,-1.0
76,2024-06-27 01:07:28,69.427,,76.8,-1.0,-1.0
75,2024-06-27 01:13:28,69.866,,75.8,-1.0,-1.0
74,2024-06-27 01:16:29,70.065,,74.8,-1.0,-1.0
73,2024-06-27 01:20:05,70.649,,73.8,-1.0,-1.0
72,2024-06-27 01:22:33,71.031,,72.8,-1.0,-1.0
71,2024-06-27 01:27:47,71.79,,71.8,-1.0,-1.0
68,2024-06-27 01:39:37,71.972,,70.4,-3.0,-3.0
66,2024-06-27 01:44:15,72.106,,67.6,-2.0,-2.0
65,2024-06-27 01:52:47,72.425,,65.8,-1.0,-1.0
64,2024-06-27 01:55:01,72.672,,64.8,-1.0,-1.0
63,2024-06-27 02:00:30,73.211,,63.8,-1.0,-1.0
62,2024-06-27 02:02:59,73.326,,62.8,-1.0,-1.0
61,2024-06-27 02:06:49,73.437,,61.8,-1.0,-1.0
59,2024-06-27 02:17:49,73.571,,59.8,-1.0,-1.0
58,2024-06-27 02:18:56,73.7,,58.8,-1.0,-1.0
57,2024-06-27 02:22:16,73.799,,57.8,-1.0,-1.0
56,2024-06-27 02:24:59,74.062,,56.8,-1.0,-1.0
84,2024-06-27 03:18:23,75.054,,84.8,-1.0,-1.0
83,2024-06-27 03:25:16,75.924,,83.8,-1.0,-1.0
81,2024-06-27 03:32:56,75.973,,83.2,-2.0,-1.0
80,2024-06-27 03:35:09,76.364,,80.8,-1.0,-1.0
79,2024-06-27 03:41:45,76.987,,79.8,-1.0,-1.0
78,2024-06-27 03:48:04,77.691,,78.8,-1.0,-1.0
77,2024-06-27 03:51:39,78.288,,77.8,-1.0,-1.0
76,2024-06-27 03:54:23,78.557,,76.8,-1.0,-1.0
76,2024-06-27 03:54:56,78.646,,76.6,-1.0,-2.0
74,2024-06-27 04:09:31,78.864,,75.6,-2.0,-2.0
73,2024-06-27 04:10:52,79.072,,73.8,-1.0,-1.0
72,2024-06-27 04:16:38,79.93,,72.8,-1.0,-1.0
71,2024-06-27 04:20:47,80.431,,71.8,-1.0,-1.0
70,2024-06-27 04:24:22,80.802,,70.8,-1.0,-1.0
70,2024-06-27 04:25:28,80.922,,70.6,-1.0,-1.0
69,2024-06-27 04:30:23,81.274,,69.8,-1.0,-1.0
68,2024-06-27 04:33:10,81.404,,68.8,-1.0,-1.0
67,2024-06-27 04:38:06,81.592,,67.8,-1.0,-1.0
66,2024-06-27 04:41:25,81.695,,66.8,-1.0,-1.0
65,2024-06-27 04:45:30,81.749,,65.8,-1.0,-1.0
64,2024-06-27 04:49:24,81.725,,64.8,-1.0,-1.0
63,2024-06-27 04:55:10,81.57,,63.8,-1.0,-1.0
62,2024-06-27 04:57:55,81.437,,62.8,-1.0,-1.0
61,2024-06-27 05:04:30,80.991,,61.8,-1.0,-1.0
61,2024-06-27 05:05:02,80.954,,61.6,-1.0,-2.0
60,2024-06-27 05:07:31,80.781,,60.8,-1.0,-1.0
59,2024-06-27 05:11:40,80.418,,59.8,-1.0,-1.0
59,2024-06-27 05:12:46,80.313,,59.6,-1.0,-1.0
58,2024-06-27 05:15:30,79.98,,58.8,-1.0,-1.0
57,2024-06-27 05:19:54,79.365,,57.8,-1.0,-1.0
56,2024-06-27 05:22:56,78.848,,56.8,-1.0,-1.0
55,2024-06-27 05:27:54,78.055,,55.8,-1.0,-1.0
54,2024-06-27 05:31:11,77.469,,54.8,-1.0,-1.0
53,2024-06-27 05:35:18,77.284,,53.8,-1.0,-1.0
52,2024-06-27 05:40:16,77.095,,52.8,-1.0,-1.0
51,2024-06-27 05:43:15,76.572,,51.8,-1.0,-1.0
50,2024-06-27 05:49:03,75.455,,50.8,-1.0,-1.0
49,2024-06-27 05:55:05,74.423,,49.8,-1.0,-1.0
48,2024-06-27 05:58:08,73.858,,48.8,-1.0,-1.0
47,2024-06-27 06:03:38,72.859,,47.8,-1.0,-1.0
46,2024-06-27 06:06:24,72.378,,46.8,-1.0,-1.0
45,2024-06-27 06:10:15,71.657,,45.8,-1.0,-1.0
44,2024-06-27 06:12:59,71.117,,44.8,-1.0,-1.0
43,2024-06-27 06:18:30,70.032,,43.8,-1.0,-1.0
42,2024-06-27 06:20:42,69.681,,42.8,-1.0,-1.0
42,2024-06-27 06:21:14,69.58,,42.6,-1.0,-2.0
41,2024-06-27 06:28:23,68.176,,41.8,-1.0,-1.0
40,2024-06-27 06:33:35,67.173,,40.8,-1.0,-1.0
40,2024-06-27 06:34:26,66.975,,40.4,-1.0,-1.0
39,2024-06-27 06:48:11,64.334,,39.8,-1.0,-1.0
